Date,Open,High,Low,Close,Adj Close,Volume
1995-07-13,989.270020,999.590027,988.250000,994.150024,994.150024,530100000
1995-07-14,988.960022,999.330017,984.289978,999.330017,999.330017,433600000
1995-07-17,1000.729980,1007.179993,1000.729980,1005.890015,1005.890015,466420000
1995-07-18,1005.650024,1006.650024,987.239990,988.530029,988.530029,483650000
1995-07-19,988.530029,988.530029,936.969971,952.869995,952.869995,597910000
1995-07-20,955.969971,961.549988,952.059998,960.570007,960.570007,480830000
1995-07-21,959.250000,967.510010,957.950012,961.770020,961.770020,468690000
1995-07-24,964.119995,978.710022,964.119995,978.570007,978.570007,404090000
1995-07-25,984.010010,994.729980,983.640015,993.750000,993.750000,499930000
1995-07-26,996.770020,1002.570007,996.770020,1000.179993,1000.179993,483900000
1995-07-27,1002.429993,1011.840027,1002.429993,1010.659973,1010.659973,508520000
1995-07-28,1009.989990,1010.989990,1003.280029,1005.280029,1005.280029,458560000
1995-07-31,1006.429993,1023.030029,995.760010,1001.210022,1001.210022,385570000
1995-08-01,1001.570007,1001.719971,986.169983,991.109985,991.109985,436320000
1995-08-02,995.109985,1001.330017,983.530029,983.750000,983.750000,486330000
1995-08-03,980.169983,982.979980,970.809998,982.700012,982.700012,451900000
1995-08-04,983.799988,991.460022,983.799988,991.090027,991.090027,378860000
1995-08-07,992.780029,997.159973,992.780029,995.219971,995.219971,362450000
1995-08-08,997.309998,999.690002,995.049988,997.119995,997.119995,403670000
1995-08-09,1003.400024,1005.929993,1002.669983,1005.099976,1005.099976,476490000
1995-08-10,1005.859985,1007.039978,998.880005,1000.609985,1000.609985,452260000
1995-08-11,1004.080017,1006.539978,999.520020,1004.109985,1004.109985,375760000
1995-08-14,1004.190002,1012.440002,1003.349976,1012.440002,1012.440002,371320000
1995-08-15,1014.590027,1015.830017,1007.179993,1012.369995,1012.369995,424440000
1995-08-16,1016.190002,1025.760010,1015.640015,1025.750000,1025.750000,472040000
1995-08-17,1026.390015,1030.510010,1023.919983,1029.239990,1029.239990,496820000
1995-08-18,1032.630005,1034.130005,1028.479980,1031.280029,1031.280029,470540000
1995-08-21,1033.020020,1035.189941,1017.739990,1019.700012,1019.700012,437980000
1995-08-22,1021.479980,1025.560059,1016.390015,1025.290039,1025.290039,466030000
1995-08-23,1027.329956,1029.459961,1024.650024,1028.189941,1028.189941,430810000
1995-08-24,1028.260010,1029.229980,1019.200012,1020.929993,1020.929993,449460000
1995-08-25,1021.530029,1022.729980,1019.070007,1019.969971,1019.969971,383360000
1995-08-28,1020.700012,1021.489990,1008.000000,1008.150024,1008.150024,397790000
1995-08-29,1007.859985,1007.989990,989.479980,1003.640015,1003.640015,470640000
1995-08-30,1006.960022,1012.739990,1006.960022,1012.609985,1012.609985,401840000
1995-08-31,1013.880005,1020.640015,1013.650024,1020.109985,1020.109985,375820000
1995-09-01,1019.419983,1020.599976,1016.929993,1019.469971,1019.469971,292450000
1995-09-05,1021.729980,1039.300049,1021.729980,1039.300049,1039.300049,387000000
1995-09-06,1040.670044,1046.329956,1040.670044,1044.280029,1044.280029,464050000
1995-09-07,1048.479980,1053.979980,1047.750000,1051.079956,1051.079956,489860000
1995-09-08,1052.579956,1060.040039,1048.130005,1060.030029,1060.030029,464600000
1995-09-11,1060.469971,1068.170044,1060.469971,1066.560059,1066.560059,441840000
1995-09-12,1068.699951,1070.229980,1064.119995,1065.000000,1065.000000,467930000
1995-09-13,1065.339966,1069.819946,1062.900024,1067.400024,1067.400024,498920000
1995-09-14,1068.229980,1069.630005,1063.719971,1066.959961,1066.959961,484610000
1995-09-15,1062.939941,1062.939941,1047.699951,1051.099976,1051.099976,520200000
1995-09-18,1052.000000,1052.160034,1041.680054,1050.180054,1050.180054,406980000
1995-09-19,1049.010010,1060.660034,1049.010010,1060.319946,1060.319946,466680000
1995-09-20,1063.420044,1066.949951,1063.420044,1065.089966,1065.089966,514820000
1995-09-21,1062.729980,1063.800049,1054.630005,1058.510010,1058.510010,469690000
1995-09-22,1055.680054,1055.680054,1048.040039,1053.390015,1053.390015,439040000
1995-09-25,1053.530029,1053.910034,1042.640015,1046.150024,1046.150024,312670000
1995-09-26,1048.040039,1052.880005,1038.040039,1038.050049,1038.050049,426670000
1995-09-27,1035.000000,1035.000000,1008.440002,1026.540039,1026.540039,523530000
1995-09-28,1028.489990,1047.060059,1028.489990,1047.050049,1047.050049,448420000
1995-09-29,1047.790039,1051.400024,1040.239990,1043.540039,1043.540039,463580000
1995-10-02,1041.390015,1043.040039,1027.160034,1027.569946,1027.569946,393760000
1995-10-03,1027.989990,1028.660034,1012.250000,1020.450012,1020.450012,456000000
1995-10-04,1017.039978,1017.039978,1001.710022,1002.270020,1002.270020,386390000
1995-10-05,1002.070007,1014.210022,1000.030029,1014.200012,1014.200012,456560000
1995-10-06,1017.940002,1022.809998,1011.400024,1012.039978,1012.039978,450010000
1995-10-09,1006.809998,1006.809998,982.359985,984.739990,984.739990,403570000
1995-10-10,978.640015,984.460022,959.359985,983.469971,983.469971,532680000
1995-10-11,992.630005,1001.580017,990.869995,1001.570007,1001.570007,454220000
1995-10-12,1003.580017,1015.640015,1003.580017,1015.630005,1015.630005,421760000
1995-10-13,1020.330017,1024.319946,1018.159973,1018.380005,1018.380005,425540000
1995-10-16,1018.330017,1021.450012,1016.510010,1018.130005,1018.130005,325980000
1995-10-17,1021.530029,1035.439941,1018.739990,1035.439941,1035.439941,434620000
1995-10-18,1045.319946,1050.650024,1042.780029,1045.369995,1045.369995,544550000
1995-10-19,1042.800049,1047.819946,1039.400024,1046.969971,1046.969971,470890000
1995-10-20,1046.640015,1048.010010,1036.859985,1039.530029,1039.530029,428030000
1995-10-23,1035.280029,1038.050049,1031.270020,1036.920044,1036.920044,368550000
1995-10-24,1039.530029,1042.130005,1038.180054,1039.239990,1039.239990,445690000
1995-10-25,1040.099976,1040.930054,1026.439941,1026.469971,1026.469971,456100000
1995-10-26,1026.199951,1027.530029,1007.440002,1017.570007,1017.570007,479020000
1995-10-27,1016.409973,1025.560059,1012.539978,1025.550049,1025.550049,440320000
1995-10-30,1028.170044,1040.150024,1028.170044,1039.689941,1039.689941,416390000
1995-10-31,1043.569946,1046.030029,1035.930054,1036.060059,1036.060059,469860000
1995-11-01,1037.300049,1040.609985,1034.390015,1040.500000,1040.500000,437200000
1995-11-02,1042.109985,1057.329956,1041.959961,1057.319946,1057.319946,499400000
1995-11-03,1059.150024,1065.660034,1056.540039,1065.660034,1065.660034,451920000
1995-11-06,1065.630005,1067.800049,1061.449951,1062.140015,1062.140015,390760000
1995-11-07,1058.989990,1058.989990,1038.630005,1043.900024,1043.900024,519030000
1995-11-08,1046.000000,1053.770020,1044.969971,1047.939941,1047.939941,476910000
1995-11-09,1057.030029,1065.640015,1057.030029,1065.589966,1065.589966,478190000
1995-11-10,1063.719971,1068.810059,1060.930054,1063.869995,1063.869995,473140000
1995-11-13,1063.209961,1065.780029,1057.339966,1058.459961,1058.459961,395980000
1995-11-14,1054.140015,1054.760010,1040.619995,1040.619995,1040.619995,447250000
1995-11-15,1044.160034,1045.939941,1033.209961,1041.849976,1041.849976,459390000
1995-11-16,1038.329956,1048.939941,1037.170044,1044.479980,1044.479980,492420000
1995-11-17,1045.270020,1046.930054,1042.229980,1045.030029,1045.030029,477980000
1995-11-20,1048.069946,1049.890015,1029.469971,1029.469971,1029.469971,438110000
1995-11-21,1029.239990,1029.239990,1016.580017,1024.989990,1024.989990,537910000
1995-11-22,1027.359985,1031.260010,1021.239990,1021.239990,1021.239990,418960000
1995-11-24,1022.840027,1030.180054,1022.840027,1030.170044,1030.170044,136100000
1995-11-27,1034.000000,1037.819946,1029.069946,1029.319946,1029.319946,439220000
1995-11-28,1030.650024,1050.060059,1029.510010,1050.050049,1050.050049,497080000
1995-11-29,1052.680054,1057.579956,1049.550049,1057.569946,1057.569946,534400000
1995-11-30,1056.770020,1061.880005,1056.010010,1059.199951,1059.199951,542960000
1995-12-01,1060.660034,1060.829956,1053.250000,1055.310059,1055.310059,495080000
1995-12-04,1057.949951,1072.300049,1056.930054,1069.790039,1069.790039,505030000
1995-12-05,1071.239990,1074.849976,1064.140015,1065.890015,1065.890015,567380000
1995-12-06,1067.859985,1069.800049,1055.469971,1061.729980,1061.729980,567670000
1995-12-07,1061.890015,1061.890015,1048.270020,1053.170044,1053.170044,491230000
1995-12-08,1056.430054,1062.439941,1052.290039,1062.410034,1062.410034,455910000
1995-12-11,1064.680054,1065.729980,1061.479980,1061.500000,1061.500000,423760000
1995-12-12,1061.979980,1061.979980,1051.750000,1052.069946,1052.069946,463860000
1995-12-13,1054.459961,1058.599976,1053.020020,1056.540039,1056.540039,484120000
1995-12-14,1057.030029,1058.339966,1038.170044,1038.189941,1038.189941,565700000
1995-12-15,1041.109985,1041.760010,1028.219971,1030.479980,1030.479980,581830000
1995-12-18,1029.119995,1029.119995,1001.530029,1002.559998,1002.559998,576640000
1995-12-19,1005.429993,1026.410034,1004.729980,1026.410034,1026.410034,564330000
1995-12-20,1032.510010,1036.280029,1025.030029,1025.270020,1025.270020,567890000
1995-12-21,1030.239990,1040.650024,1030.239990,1040.640015,1040.640015,532800000
1995-12-22,1041.479980,1046.890015,1041.479980,1046.890015,1046.890015,420600000
1995-12-26,1047.560059,1049.630005,1045.569946,1049.369995,1049.369995,332770000
1995-12-27,1049.900024,1051.270020,1046.050049,1048.130005,1048.130005,384320000
1995-12-28,1044.380005,1044.380005,1039.560059,1042.219971,1042.219971,449670000
1995-12-29,1042.260010,1052.180054,1040.250000,1052.130005,1052.130005,541910000
1996-01-02,1052.829956,1058.880005,1048.469971,1058.650024,1058.650024,399620000
1996-01-03,1056.359985,1058.920044,1045.319946,1046.260010,1046.260010,506550000
1996-01-04,1047.199951,1047.640015,1021.570007,1029.819946,1029.819946,629970000
1996-01-05,1022.409973,1033.469971,1017.690002,1033.469971,1033.469971,548130000
1996-01-08,1034.939941,1035.619995,1031.339966,1032.369995,1032.369995,142690000
1996-01-09,1031.609985,1031.609985,997.659973,998.809998,998.809998,545790000
1996-01-10,991.929993,1003.239990,987.979980,990.210022,990.210022,603420000
1996-01-11,999.919983,1011.099976,998.289978,1011.099976,1011.099976,513200000
1996-01-12,1013.260010,1014.909973,1001.919983,1008.229980,1008.229980,485300000
1996-01-15,1009.960022,1010.239990,988.570007,988.570007,988.570007,422660000
1996-01-16,994.309998,995.880005,977.789978,995.869995,995.869995,561850000
1996-01-17,987.280029,1006.239990,986.320007,998.299988,998.299988,613690000
1996-01-18,1003.369995,1007.429993,999.469971,1007.239990,1007.239990,536760000
1996-01-19,1009.599976,1019.520020,1009.049988,1018.450012,1018.450012,571120000
1996-01-22,1019.719971,1029.469971,1019.140015,1029.439941,1029.439941,484430000
1996-01-23,1029.530029,1031.609985,1027.290039,1028.040039,1028.040039,533870000
1996-01-24,1032.689941,1043.459961,1032.689941,1043.459961,1043.459961,593000000
1996-01-25,1045.170044,1046.000000,1035.250000,1035.949951,1035.949951,582810000
1996-01-26,1034.709961,1040.969971,1032.260010,1040.959961,1040.959961,513610000
1996-01-29,1042.530029,1044.489990,1039.869995,1042.510010,1042.510010,434380000
1996-01-30,1045.349976,1052.300049,1045.349976,1051.300049,1051.300049,542190000
1996-01-31,1052.209961,1059.810059,1048.140015,1059.790039,1059.790039,561170000
1996-02-01,1058.260010,1069.459961,1057.819946,1069.459961,1069.459961,583070000
1996-02-02,1071.650024,1076.319946,1069.900024,1072.109985,1072.109985,561260000
1996-02-05,1072.949951,1083.359985,1070.800049,1083.339966,1083.339966,512040000
1996-02-06,1084.079956,1090.599976,1084.000000,1089.079956,1089.079956,589490000
1996-02-07,1088.869995,1089.979980,1081.260010,1084.880005,1084.880005,611640000
1996-02-08,1084.930054,1093.510010,1080.650024,1093.170044,1093.170044,556580000
1996-02-09,1093.390015,1098.849976,1089.969971,1094.599976,1094.599976,552650000
1996-02-12,1094.839966,1098.939941,1094.660034,1095.380005,1095.380005,494040000
1996-02-13,1084.449951,1093.760010,1079.939941,1087.219971,1087.219971,525250000
1996-02-14,1089.599976,1093.439941,1083.829956,1088.030029,1088.030029,515890000
1996-02-15,1087.589966,1092.260010,1086.670044,1090.540039,1090.540039,493760000
1996-02-16,1091.390015,1092.010010,1085.619995,1090.709961,1090.709961,459680000
1996-02-20,1085.520020,1088.949951,1080.030029,1083.239990,1083.239990,459680000
1996-02-21,1085.119995,1096.939941,1084.959961,1096.849976,1096.849976,485810000
1996-02-22,1100.170044,1117.530029,1100.170044,1117.109985,1117.109985,641140000
1996-02-23,1118.599976,1121.890015,1109.150024,1117.790039,1117.790039,583520000
1996-02-26,1116.530029,1119.099976,1111.089966,1113.050049,1113.050049,473800000
1996-02-27,1114.130005,1115.390015,1105.170044,1106.170044,1106.170044,514460000
1996-02-28,1109.599976,1114.920044,1106.670044,1107.550049,1107.550049,543440000
1996-02-29,1102.170044,1105.459961,1098.089966,1100.050049,1100.050049,533230000
1996-03-01,1098.939941,1100.290039,1082.969971,1086.079956,1086.079956,587170000
1996-03-04,1088.910034,1091.770020,1083.260010,1084.880005,1084.880005,474380000
1996-03-05,1084.239990,1096.819946,1083.239990,1096.810059,1096.810059,491900000
1996-03-06,1096.890015,1099.069946,1091.819946,1091.819946,1091.819946,532540000
1996-03-07,1092.770020,1095.369995,1090.479980,1093.119995,1093.119995,509360000
1996-03-08,1080.819946,1081.300049,1057.869995,1063.729980,1063.729980,583640000
1996-03-11,1065.000000,1080.640015,1064.640015,1080.500000,1080.500000,457880000
1996-03-12,1078.719971,1078.719971,1066.040039,1073.050049,1073.050049,459340000
1996-03-13,1079.910034,1089.030029,1077.989990,1088.640015,1088.640015,482340000
1996-03-14,1090.869995,1096.449951,1090.869995,1091.069946,1091.069946,512870000
1996-03-15,1092.689941,1099.660034,1089.839966,1099.589966,1099.589966,514420000
1996-03-18,1102.780029,1114.430054,1102.780029,1114.420044,1114.420044,498780000
1996-03-19,1118.020020,1119.839966,1110.280029,1112.500000,1112.500000,520590000
1996-03-20,1110.739990,1111.750000,1099.420044,1101.819946,1101.819946,529620000
1996-03-21,1102.640015,1104.099976,1098.760010,1099.790039,1099.790039,499240000
1996-03-22,1101.819946,1103.400024,1096.229980,1102.219971,1102.219971,475630000
1996-03-25,1104.310059,1107.089966,1087.030029,1087.089966,1087.089966,476710000
1996-03-26,1085.119995,1090.170044,1079.900024,1088.349976,1088.349976,544620000
1996-03-27,1091.339966,1098.760010,1089.709961,1093.880005,1093.880005,500520000
1996-03-28,1091.089966,1096.719971,1089.770020,1094.829956,1094.829956,483210000
1996-03-29,1097.680054,1105.339966,1097.680054,1101.400024,1101.400024,514090000
1996-04-01,1105.770020,1107.290039,1102.939941,1106.569946,1106.569946,463880000
1996-04-02,1107.979980,1111.430054,1106.849976,1111.290039,1111.290039,492190000
1996-04-03,1109.709961,1115.900024,1106.630005,1115.849976,1115.849976,529750000
1996-04-04,1116.050049,1119.349976,1114.729980,1118.209961,1118.209961,503890000
1996-04-08,1106.319946,1106.670044,1093.660034,1105.660034,1105.660034,517700000
1996-04-09,1111.260010,1115.140015,1107.339966,1109.150024,1109.150024,561670000
1996-04-10,1108.979980,1117.689941,1105.099976,1105.280029,1105.280029,556310000
1996-04-11,1105.150024,1108.699951,1092.439941,1097.140015,1097.140015,534300000
1996-04-12,1098.609985,1101.680054,1096.189941,1100.939941,1100.939941,483760000
1996-04-15,1102.800049,1110.489990,1102.689941,1110.439941,1110.439941,461860000
1996-04-16,1118.319946,1124.920044,1117.589966,1124.920044,1124.920044,613920000
1996-04-17,1124.349976,1126.530029,1118.280029,1120.869995,1120.869995,577800000
1996-04-18,1124.810059,1142.859985,1124.810059,1136.300049,1136.300049,577320000
1996-04-19,1141.989990,1143.310059,1137.699951,1138.699951,1138.699951,593120000
1996-04-22,1143.079956,1153.520020,1143.079956,1153.500000,1153.500000,582590000
1996-04-23,1155.310059,1166.770020,1153.449951,1166.760010,1166.760010,650190000
1996-04-24,1171.439941,1176.849976,1170.319946,1176.829956,1176.829956,728620000
1996-04-25,1177.989990,1184.189941,1174.349976,1184.170044,1184.170044,720790000
1996-04-26,1184.780029,1188.890015,1183.089966,1186.890015,1186.890015,643300000
1996-04-29,1186.670044,1188.859985,1184.050049,1188.199951,1188.199951,553980000
1996-04-30,1189.400024,1190.869995,1185.579956,1190.520020,1190.520020,604790000
1996-05-01,1190.479980,1200.189941,1190.150024,1199.660034,1199.660034,654270000
1996-05-02,1199.760010,1199.760010,1178.239990,1178.329956,1178.329956,646950000
1996-05-03,1184.439941,1193.469971,1181.489990,1184.599976,1184.599976,705220000
1996-05-06,1186.829956,1189.849976,1179.050049,1186.310059,1186.310059,680150000
1996-05-07,1188.430054,1189.689941,1181.300049,1182.670044,1182.670044,806500000
1996-05-08,1180.739990,1183.439941,1163.209961,1183.430054,1183.430054,756920000
1996-05-09,1184.849976,1189.839966,1184.790039,1187.819946,1187.819946,635710000
1996-05-10,1193.160034,1202.780029,1193.160034,1202.760010,1202.760010,606020000
1996-05-13,1204.329956,1221.869995,1204.030029,1221.869995,1221.869995,595270000
1996-05-14,1226.069946,1234.959961,1226.069946,1234.489990,1234.489990,690200000
1996-05-15,1236.270020,1242.920044,1233.410034,1233.560059,1233.560059,687990000
1996-05-16,1228.969971,1239.310059,1225.390015,1239.310059,1239.310059,620950000
1996-05-17,1242.099976,1243.300049,1240.739990,1241.880005,1241.880005,630660000
1996-05-20,1246.000000,1249.260010,1243.270020,1248.109985,1248.109985,589730000
1996-05-21,1250.479980,1252.810059,1244.420044,1244.420044,1244.420044,690480000
1996-05-22,1243.449951,1248.430054,1240.790039,1247.380005,1247.380005,693400000
1996-05-23,1249.189941,1252.369995,1245.520020,1248.650024,1248.650024,757950000
1996-05-24,1249.900024,1251.729980,1247.160034,1247.800049,1247.800049,610280000
1996-05-28,1249.599976,1251.229980,1235.859985,1236.300049,1236.300049,643130000
1996-05-29,1237.010010,1238.439941,1222.959961,1225.630005,1225.630005,636100000
1996-05-30,1226.880005,1235.469971,1222.949951,1233.479980,1233.479980,605030000
1996-05-31,1238.969971,1243.739990,1235.560059,1243.430054,1243.430054,607690000
1996-06-03,1242.540039,1243.349976,1238.119995,1238.729980,1238.729980,525170000
1996-06-04,1242.060059,1244.859985,1240.199951,1243.680054,1243.680054,645710000
1996-06-05,1242.729980,1249.849976,1241.849976,1249.150024,1249.150024,649940000
1996-06-06,1252.000000,1254.119995,1232.520020,1232.520020,1232.520020,673890000
1996-06-07,1222.099976,1229.780029,1206.530029,1229.760010,1229.760010,600980000
1996-06-10,1231.500000,1233.550049,1229.140015,1230.040039,1230.040039,476470000
1996-06-11,1233.449951,1237.400024,1230.060059,1230.760010,1230.760010,554300000
1996-06-12,1235.849976,1240.780029,1234.619995,1235.469971,1235.469971,543980000
1996-06-13,1236.239990,1236.760010,1222.020020,1225.650024,1225.650024,564470000
1996-06-14,1225.150024,1225.569946,1213.180054,1213.180054,1213.180054,509880000
1996-06-17,1215.300049,1217.130005,1207.030029,1207.640015,1207.640015,448160000
1996-06-18,1207.260010,1207.260010,1182.479980,1183.079956,1183.079956,621350000
1996-06-19,1185.329956,1187.949951,1177.709961,1179.270020,1179.270020,600610000
1996-06-20,1181.400024,1182.390015,1152.790039,1167.339966,1167.339966,669830000
1996-06-21,1174.310059,1176.109985,1171.160034,1175.439941,1175.439941,540110000
1996-06-24,1177.930054,1185.390015,1176.420044,1182.900024,1182.900024,500470000
1996-06-25,1185.449951,1186.329956,1172.459961,1172.579956,1172.579956,553660000
1996-06-26,1171.369995,1171.369995,1147.750000,1153.290039,1153.290039,605340000
1996-06-27,1153.699951,1166.180054,1148.329956,1166.010010,1166.010010,566010000
1996-06-28,1171.609985,1185.040039,1171.609985,1185.020020,1185.020020,628770000
1996-07-01,1185.640015,1198.040039,1185.640015,1197.449951,1197.449951,501850000
1996-07-02,1196.900024,1196.900024,1191.140015,1191.150024,1191.150024,517630000
1996-07-03,1191.300049,1191.400024,1180.890015,1181.599976,1181.599976,499320000
1996-07-05,1172.810059,1172.810059,1158.339966,1158.349976,1158.349976,216200000
1996-07-08,1157.689941,1160.979980,1148.359985,1148.819946,1148.819946,446400000
1996-07-09,1154.780029,1157.150024,1152.280029,1153.589966,1153.589966,486900000
1996-07-10,1153.239990,1154.079956,1132.630005,1141.189941,1141.189941,538010000
1996-07-11,1141.189941,1141.219971,1094.219971,1106.359985,1106.359985,694930000
1996-07-12,1111.719971,1113.329956,1095.359985,1103.489990,1103.489990,541540000
1996-07-15,1102.520020,1103.500000,1059.359985,1060.189941,1060.189941,587010000
1996-07-16,1056.150024,1065.329956,1008.440002,1053.469971,1053.469971,877330000
1996-07-17,1070.770020,1087.660034,1053.469971,1086.650024,1086.650024,701140000
1996-07-18,1093.739990,1109.859985,1086.650024,1109.819946,1109.819946,640340000
1996-07-19,1106.849976,1109.819946,1092.239990,1097.680054,1097.680054,531610000
1996-07-22,1096.280029,1097.699951,1067.849976,1081.390015,1081.390015,419110000
1996-07-23,1084.609985,1085.729980,1047.890015,1049.069946,1049.069946,598040000
1996-07-24,1030.500000,1049.060059,1017.640015,1042.369995,1042.369995,678050000
1996-07-25,1049.790039,1062.400024,1041.890015,1062.390015,1062.390015,541900000
1996-07-26,1065.839966,1079.630005,1062.390015,1079.439941,1079.439941,473140000
1996-07-29,1079.209961,1082.140015,1066.300049,1066.469971,1066.469971,417780000
1996-07-30,1072.469971,1075.569946,1063.199951,1071.949951,1071.949951,418470000
1996-07-31,1073.660034,1082.119995,1070.989990,1080.589966,1080.589966,481220000
1996-08-01,1081.339966,1098.920044,1080.410034,1098.849976,1098.849976,500640000
1996-08-02,1109.020020,1125.979980,1098.849976,1124.920044,1124.920044,577240000
1996-08-05,1127.910034,1129.229980,1120.040039,1120.530029,1120.530029,394230000
1996-08-06,1118.099976,1128.890015,1113.869995,1128.869995,1128.869995,450040000
1996-08-07,1132.880005,1141.400024,1128.180054,1141.109985,1141.109985,534140000
1996-08-08,1139.150024,1141.119995,1136.260010,1137.510010,1137.510010,470100000
1996-08-09,1134.099976,1141.300049,1132.040039,1137.270020,1137.270020,457370000
1996-08-12,1136.689941,1139.800049,1130.160034,1138.270020,1138.270020,366740000
1996-08-13,1135.459961,1138.280029,1123.920044,1126.150024,1126.150024,405240000
1996-08-14,1127.939941,1133.760010,1126.150024,1133.510010,1133.510010,428620000
1996-08-15,1132.040039,1136.040039,1129.630005,1134.689941,1134.689941,457750000
1996-08-16,1135.770020,1137.770020,1132.469971,1133.650024,1133.650024,420750000
1996-08-19,1133.920044,1135.109985,1128.989990,1130.910034,1130.910034,350170000
1996-08-20,1132.000000,1132.790039,1124.589966,1124.670044,1124.670044,406170000
1996-08-21,1122.170044,1128.810059,1118.619995,1126.839966,1126.839966,416540000
1996-08-22,1129.979980,1143.959961,1126.819946,1143.959961,1143.959961,495050000
1996-08-23,1142.829956,1146.819946,1140.420044,1143.050049,1143.050049,434320000
1996-08-26,1144.359985,1144.359985,1137.290039,1139.219971,1139.219971,422090000
1996-08-27,1141.709961,1149.040039,1141.709961,1149.020020,1149.020020,491130000
1996-08-28,1150.109985,1153.900024,1150.109985,1153.880005,1153.880005,461520000
1996-08-29,1152.859985,1152.859985,1143.760010,1145.030029,1145.030029,419990000
1996-08-30,1147.709961,1148.489990,1139.000000,1141.500000,1141.500000,336610000
1996-09-03,1133.300049,1142.359985,1123.140015,1142.290039,1142.290039,394510000
1996-09-04,1143.640015,1145.810059,1140.540039,1143.819946,1143.819946,439820000
1996-09-05,1139.349976,1139.349976,1125.660034,1125.660034,1125.660034,461970000
1996-09-06,1128.760010,1141.560059,1128.760010,1139.390015,1139.390015,471020000
1996-09-09,1140.790039,1149.150024,1140.790039,1148.709961,1148.709961,437010000
1996-09-10,1149.160034,1150.849976,1144.369995,1149.430054,1149.430054,479130000
1996-09-11,1145.770020,1154.390015,1143.900024,1153.949951,1153.949951,487020000
1996-09-12,1156.280029,1166.790039,1151.660034,1165.810059,1165.810059,543500000
1996-09-13,1175.849976,1188.680054,1175.849976,1188.670044,1188.670044,638560000
1996-09-16,1190.040039,1199.589966,1190.040039,1193.959961,1193.959961,575520000
1996-09-17,1204.040039,1205.280029,1187.500000,1203.310059,1203.310059,632220000
1996-09-18,1201.180054,1213.390015,1196.910034,1205.709961,1205.709961,552930000
1996-09-19,1204.670044,1213.130005,1203.359985,1212.089966,1212.089966,563280000
1996-09-20,1213.800049,1221.030029,1210.189941,1219.689941,1219.689941,590560000
1996-09-23,1216.689941,1216.689941,1207.800049,1211.469971,1211.469971,366280000
1996-09-24,1210.959961,1220.510010,1210.760010,1215.270020,1215.270020,583420000
1996-09-25,1219.660034,1224.660034,1219.660034,1224.660034,1224.660034,622590000
1996-09-26,1228.290039,1237.260010,1222.719971,1227.979980,1227.979980,721820000
1996-09-27,1229.689941,1231.579956,1226.589966,1230.050049,1230.050049,561540000
1996-09-30,1229.140015,1233.959961,1226.089966,1226.920044,1226.920044,524290000
1996-10-01,1223.729980,1227.439941,1214.599976,1221.510010,1221.510010,542530000
1996-10-02,1224.010010,1236.130005,1221.510010,1236.109985,1236.109985,576590000
1996-10-03,1237.250000,1239.109985,1232.949951,1233.089966,1233.089966,575390000
1996-10-04,1240.119995,1247.569946,1240.119995,1247.560059,1247.560059,562730000
1996-10-07,1247.140015,1252.589966,1246.900024,1250.869995,1250.869995,480670000
1996-10-08,1253.410034,1256.719971,1239.849976,1240.150024,1240.150024,561770000
1996-10-09,1247.550049,1249.569946,1235.469971,1237.979980,1237.979980,566240000
1996-10-10,1235.130005,1243.140015,1232.640015,1236.969971,1236.969971,579110000
1996-10-11,1241.969971,1248.500000,1241.969971,1248.270020,1248.270020,526810000
1996-10-14,1250.670044,1256.810059,1250.670044,1256.359985,1256.359985,438410000
1996-10-15,1267.560059,1269.619995,1252.540039,1258.099976,1258.099976,571220000
1996-10-16,1256.729980,1256.729980,1244.939941,1250.989990,1250.989990,546750000
1996-10-17,1253.579956,1255.660034,1241.959961,1241.959961,1241.959961,580140000
1996-10-18,1242.920044,1243.329956,1238.239990,1242.479980,1242.479980,545880000
1996-10-21,1241.949951,1253.319946,1233.849976,1236.410034,1236.410034,489140000
1996-10-22,1233.170044,1236.410034,1215.479980,1220.000000,1220.000000,600390000
1996-10-23,1219.020020,1228.329956,1215.079956,1227.880005,1227.880005,549810000
1996-10-24,1230.920044,1235.670044,1226.609985,1227.000000,1227.000000,541760000
1996-10-25,1227.130005,1230.369995,1222.380005,1222.599976,1222.599976,551670000
1996-10-28,1225.390015,1229.630005,1215.719971,1215.890015,1215.890015,502500000
1996-10-29,1219.939941,1222.130005,1202.359985,1203.050049,1203.050049,549440000
1996-10-30,1206.000000,1208.050049,1203.050049,1206.229980,1206.229980,537520000
1996-10-31,1209.040039,1221.609985,1206.229980,1221.510010,1221.510010,567370000
1996-11-01,1223.719971,1224.819946,1218.270020,1221.780029,1221.780029,544420000
1996-11-04,1223.469971,1224.119995,1218.229980,1220.479980,1220.479980,436620000
1996-11-05,1223.099976,1231.739990,1223.099976,1229.069946,1229.069946,567880000
1996-11-06,1230.800049,1245.500000,1228.619995,1245.489990,1245.489990,621940000
1996-11-07,1245.650024,1256.790039,1243.630005,1254.140015,1254.140015,651200000
1996-11-08,1254.319946,1257.619995,1248.719971,1257.510010,1257.510010,543610000
1996-11-11,1258.239990,1262.770020,1256.430054,1262.670044,1262.670044,435160000
1996-11-12,1267.380005,1268.599976,1255.589966,1256.530029,1256.530029,593410000
1996-11-13,1259.729980,1261.900024,1254.329956,1260.719971,1260.719971,574950000
1996-11-14,1260.949951,1270.900024,1256.890015,1270.359985,1270.359985,602310000
1996-11-15,1273.060059,1274.760010,1257.550049,1261.800049,1261.800049,613020000
